,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
8393,2005-02-23,11:00:00,1.3,954.5,-200,3.58551219358,687.25,277.0,894.5,179.7,1004.25,706.0,2.75,83.8500003815,0.632639110814
8394,2005-02-23,12:00:00,1.2,992.25,-200,3.69397266878,693.5,265.8,900.25,168.5,1020.25,756.0,3.875,79.5249996185,0.648227969575
8395,2005-02-23,13:00:00,1.9,1090.0,-200,8.26445273459,910.0,316.8,700.5,209.5,1192.0,973.5,5.14999997616,74.4750022888,0.662145752887
8396,2005-02-23,14:00:00,2.5,1150.5,-200,10.1439328456,983.0,375.4,629.25,232.0,1244.25,1120.5,5.70000004768,72.4500007629,0.668568416637
8397,2005-02-23,15:00:00,2.3,1148.0,-200,9.92333579524,974.75,348.7,638.0,223.3,1243.25,1064.0,5.57500016689,74.6000003815,0.682618690953
8398,2005-02-23,16:00:00,2.3,1140.25,-200,9.17081761317,946.0,377.3,652.5,223.7,1230.5,1076.0,5.42499995232,75.8999996185,0.687503671964
8399,2005-02-23,17:00:00,2.5,1160.25,-200,10.3259571603,989.75,402.7,632.25,238.0,1253.5,1089.75,4.875,78.2250022888,0.682625438096
8400,2005-02-23,18:00:00,2.8,1167.25,-200,11.3622052741,1027.25,421.6,609.5,249.4,1289.0,1118.75,4.77500009537,78.9750003815,0.684502184586
8401,2005-02-23,19:00:00,2.7,1194.25,-200,11.6598967295,1037.75,387.8,605.25,222.9,1316.5,1180.75,4.79999995232,78.625,0.68262780871
8402,2005-02-23,20:00:00,3.1,1223.75,-200,12.6167697278,1070.75,430.9,590.25,243.7,1331.0,1239.5,4.57499992847,78.1999988556,0.668624358002
8403,2005-02-23,21:00:00,2.9,1208.75,-200,11.376306586,1027.75,424.6,619.25,243.1,1263.5,1253.5,4.19999992847,79.7499980927,0.664664315189
8404,2005-02-23,22:00:00,2.6,1145.0,-200,9.57993406916,961.75,390.7,656.75,226.2,1212.0,1191.75,4.29999995232,78.8999996185,0.662083285182
8405,2005-02-23,23:00:00,1.5,1016.0,-200,4.62507839133,744.25,230.6,825.25,166.6,1053.0,1019.5,4.17500001192,77.875,0.647930500468
8406,2005-02-24,00:00:00,1.6,1018.0,-200,4.74101236248,750.25,248.2,830.5,172.0,1050.75,915.5,3.17499995232,83.0250015259,0.645024822858
8407,2005-02-24,01:00:00,1.1,936.75,-200,2.58542728279,625.25,141.8,977.25,119.8,983.0,797.75,5.14999985695,74.5250015259,0.662590283033
8408,2005-02-24,02:00:00,0.9,948.75,-200,2.92038705687,647.0,117.1,955.5,100.4,1023.25,761.5,4.04999995232,80.8000011444,0.666550603981
8409,2005-02-24,03:00:00,0.7,894.5,-200,1.49822696745,544.5,-200.0,1079.75,-200.0,963.5,684.75,4.25,80.9500007629,0.676972112204
8410,2005-02-24,04:00:00,-200.0,883.5,-200,1.30480550802,527.75,95.9,1148.0,86.1,959.75,618.75,2.89999997616,85.2999992371,0.650270365717
8411,2005-02-24,05:00:00,0.6,882.5,-200,1.19480313954,517.75,86.6,1135.25,80.6,962.0,606.25,3.27499997616,84.5250015259,0.661208917616
8412,2005-02-24,06:00:00,0.8,968.0,-200,3.00383362098,652.25,196.8,936.75,130.6,1051.0,788.25,3.55000001192,84.3500003815,0.672417349656
8413,2005-02-24,07:00:00,1.5,1070.75,-200,5.48276463369,787.25,289.7,755.25,169.5,1146.0,947.0,3.7500000596,83.7749996185,0.677051773745
8414,2005-02-24,08:00:00,3.1,1309.5,-200,12.9428535903,1081.75,621.1,554.75,267.0,1400.0,1253.5,4.07499992847,82.5249996185,0.681944887795
8415,2005-02-24,09:00:00,3.8,1331.75,-200,14.4772990379,1132.0,644.8,522.0,268.9,1439.0,1352.25,3.90000003576,83.8500003815,0.684652324213
8416,2005-02-24,10:00:00,2.7,1177.75,-200,8.99781687133,939.25,573.1,640.0,243.8,1228.25,1165.25,4.14999997616,83.875,0.69666091146
8417,2005-02-24,11:00:00,1.8,1093.25,-200,6.52378663448,835.75,414.3,728.25,232.1,1142.25,1024.75,4.55000007153,81.9750003815,0.699709162995
8418,2005-02-24,12:00:00,1.4,1059.5,-200,5.41063700221,783.75,313.6,770.0,196.3,1116.5,941.0,5.5,79.5,0.723775732162
8419,2005-02-24,13:00:00,1.7,1121.0,-200,7.37513946755,873.0,317.2,697.25,195.3,1205.75,1000.0,6.70000004768,76.1749992371,0.751877083621
8420,2005-02-24,14:00:00,1.9,1118.0,-200,7.73645065418,888.25,290.3,685.0,189.4,1223.25,961.75,7.92499995232,69.0249996185,0.739367262238
8421,2005-02-24,15:00:00,2.2,1204.5,-200,10.6666762206,1002.25,385.3,611.5,211.7,1299.0,1213.5,8.52500009537,66.2749996185,0.738733899949
8422,2005-02-24,16:00:00,3.0,1273.75,-200,13.3101588927,1094.0,507.3,536.75,267.0,1363.75,1428.25,7.55000007153,70.8250007629,0.739946035894
8423,2005-02-24,17:00:00,3.0,1301.25,-200,13.2498915078,1092.0,534.0,524.75,261.9,1387.5,1484.0,7.17499995232,72.3500003815,0.737195419887
8424,2005-02-24,18:00:00,3.9,1404.75,-200,17.4741832942,1224.0,601.3,468.25,270.4,1502.5,1658.0,6.70000004768,74.2250003815,0.732629831015
8425,2005-02-24,19:00:00,4.0,1374.5,-200,17.686444011,1230.25,583.4,473.25,259.7,1522.25,1632.25,6.09999990463,75.7750015259,0.718371865551
8426,2005-02-24,20:00:00,3.9,1367.0,-200,17.5080715714,1225.0,551.3,484.5,265.0,1491.5,1627.75,6.27499997616,74.9250011444,0.71872917811
8427,2005-02-24,21:00:00,3.5,1324.0,-200,14.1351459233,1121.0,547.3,530.75,261.6,1399.25,1481.0,6.00000011921,78.0,0.734500581513
8428,2005-02-24,22:00:00,2.4,1169.5,-200,8.43753694442,917.0,384.9,652.0,226.6,1217.5,1204.75,5.59999990463,81.1999988556,0.744267831785
8429,2005-02-24,23:00:00,2.1,1169.25,-200,7.89268649711,894.75,318.1,680.75,192.3,1201.25,1106.0,5.45000004768,81.4750003815,0.739251646605
8430,2005-02-25,00:00:00,2.5,1181.0,-200,8.1478748242,905.25,355.8,656.5,202.3,1215.25,1106.25,5.25,84.125,0.753029314502
8431,2005-02-25,01:00:00,2.1,1146.25,-200,7.07873196851,860.25,326.1,691.75,189.2,1181.0,1091.75,5.19999992847,83.9249992371,0.748697784404
8432,2005-02-25,02:00:00,1.5,1059.0,-200,5.18156292877,772.5,233.3,766.75,157.0,1127.25,983.5,5.12499988079,83.5499992371,0.74157188483
8433,2005-02-25,03:00:00,1.1,1009.75,-200,3.44445999235,679.0,-200.0,854.0,-200.0,1045.75,889.25,5.0,82.9499988556,0.730028622175
8434,2005-02-25,04:00:00,1.0,1007.0,-200,3.41485052436,677.25,116.2,862.75,96.9,1052.75,847.75,5.0,82.5499992371,0.726508294575
8435,2005-02-25,05:00:00,0.8,932.0,-200,2.14535493015,594.75,120.2,991.25,100.4,1025.25,770.5,4.97499990463,82.7749996185,0.727253180718
8436,2005-02-25,06:00:00,1.0,998.25,-200,4.11404006333,717.0,227.8,872.25,146.3,1095.0,894.5,5.24999988079,80.6500015259,0.721923505178
8437,2005-02-25,07:00:00,1.4,1072.0,-200,6.14470225855,818.5,302.5,751.0,174.8,1161.25,1002.5,5.25,80.2000026703,0.717895429823
8438,2005-02-25,08:00:00,3.6,1424.0,-200,18.7117370539,1260.0,-200.0,493.75,-200.0,1567.75,1442.0,5.67499995232,79.6750011444,0.734000197984
8439,2005-02-25,09:00:00,5.8,1526.5,-200,27.9468489982,1502.0,-200.0,410.5,-200.0,1867.75,1726.75,6.24999988079,76.7999992371,0.735477492999
8440,2005-02-25,10:00:00,4.2,1363.5,-200,17.8057869605,1233.75,528.9,503.5,189.6,1533.25,1606.25,8.27500009537,67.3500003815,0.738385210752
8441,2005-02-25,11:00:00,3.3,1190.0,-200,11.8386502211,1044.0,615.2,614.75,166.1,1324.25,1354.0,10.7999999523,52.1250009537,0.674617286137
8442,2005-02-25,12:00:00,1.7,1021.25,-200,6.59069994783,838.75,297.7,770.75,153.4,1084.25,914.25,13.0499999523,40.2749996185,0.602826307364
8443,2005-02-25,13:00:00,2.1,1050.5,-200,8.36935719483,914.25,316.8,706.75,166.6,1121.75,913.25,10.9249999523,44.8249998093,0.584878977274
8444,2005-02-25,14:00:00,2.2,1020.75,-200,7.5874815644,882.0,305.4,726.75,137.1,1097.25,846.75,11.4999997616,42.125,0.570562889088
8445,2005-02-25,15:00:00,1.8,1015.5,-200,6.66913309912,842.25,253.3,762.0,139.6,1066.75,777.75,12.5250000954,38.4750003815,0.556788694999
8446,2005-02-25,16:00:00,2.0,1040.0,-200,7.85049202609,893.0,296.0,722.75,150.4,1103.5,835.0,12.5750002861,38.4750003815,0.558582704567
8447,2005-02-25,17:00:00,2.3,1088.75,-200,8.41891908125,916.25,293.3,710.25,151.9,1124.25,902.5,12.3499999046,38.3500003815,0.548761382366
8448,2005-02-25,18:00:00,2.8,1148.25,-200,12.1270636819,1054.0,352.7,631.25,176.7,1232.5,1156.5,10.2249999046,43.0500011444,0.536644242711
8449,2005-02-25,19:00:00,3.4,1161.75,-200,12.5873017692,1069.75,398.8,625.0,188.9,1228.75,1237.0,8.57500004768,48.1500005722,0.538482556188
8450,2005-02-25,20:00:00,4.0,1196.66666667,-200,13.5625268006,1102.33333333,454.2,609.0,195.1,1309.33333333,1252.66666667,7.76666673025,50.8000005086,0.538448312676
8451,2005-02-25,21:00:00,2.3,1058.75,-200,8.13564455538,904.75,356.0,735.25,178.9,1098.0,1130.25,7.25000011921,52.7749996185,0.540441305668
8452,2005-02-25,22:00:00,2.7,1206.75,-200,11.24966335,1023.25,473.0,629.0,188.0,1233.0,1373.0,6.20000004768,62.4250011444,0.595807073821
8453,2005-02-25,23:00:00,2.7,1188.0,-200,10.1305044937,982.5,482.2,647.75,169.9,1193.25,1338.0,5.07500016689,68.1999988556,0.603279067692
8454,2005-02-26,00:00:00,2.8,1153.0,-200,8.83888507899,933.0,443.0,686.5,160.6,1132.5,1268.0,4.67500007153,68.9500026703,0.593561437257
8455,2005-02-26,01:00:00,2.1,1061.0,-200,6.82718444076,849.25,373.0,757.25,145.4,1063.0,1124.75,4.04999995232,69.7750015259,0.575601098405
8456,2005-02-26,02:00:00,1.9,1028.0,-200,6.42396303708,831.25,320.0,771.25,136.0,1062.75,1054.25,3.39999997616,71.2999992371,0.562564696373
8457,2005-02-26,03:00:00,2.1,1082.0,-200,6.68037011559,842.75,-200.0,728.75,-200.0,1061.25,1089.75,2.77500003576,73.9750003815,0.559096722143
8458,2005-02-26,04:00:00,1.7,1036.75,-200,5.15133934547,771.0,232.9,784.0,121.7,1003.75,1028.75,2.34999996424,75.1250019073,0.551359619103
8459,2005-02-26,05:00:00,1.3,942.25,-200,3.59845465317,688.0,160.6,896.5,115.1,947.25,881.5,3.77499991655,66.1999988556,0.535931175721
8460,2005-02-26,06:00:00,0.9,903.5,-200,2.70660731057,633.25,137.1,993.25,102.9,897.0,716.5,4.57499992847,60.4999990463,0.517286107589
8461,2005-02-26,07:00:00,1.0,854.5,-200,1.91210435474,577.5,143.7,1120.5,108.2,855.0,598.5,5.72500002384,54.3250007629,0.502158052909
8462,2005-02-26,08:00:00,1.0,913.75,-200,3.89266246425,704.75,181.5,965.75,124.3,925.75,687.0,6.15000009537,51.3000001907,0.48798094177
8463,2005-02-26,09:00:00,1.5,933.0,-200,4.05479881853,713.75,227.1,898.5,133.3,926.75,705.75,6.72500014305,49.4749994278,0.489156902312
8464,2005-02-26,10:00:00,1.5,942.0,-200,3.72897070064,695.5,202.7,920.25,124.2,911.75,681.5,8.79999983311,45.0499992371,0.511364451189
8465,2005-02-26,11:00:00,1.4,943.0,-200,3.59413829101,687.75,179.1,923.5,116.3,908.75,629.0,9.60000014305,43.4750003815,0.520190454958
8466,2005-02-26,12:00:00,2.4,958.75,-200,4.10947004275,716.75,171.0,891.5,113.4,939.0,664.0,9.77500009537,43.2749996185,0.523780265291
8467,2005-02-26,13:00:00,2.8,971.25,-200,4.5246416223,739.0,180.6,868.25,116.8,972.25,663.5,9.87500023842,43.5,0.529967896532
8468,2005-02-26,14:00:00,2.9,954.25,-200,4.45347738941,735.25,174.7,862.75,117.6,953.25,629.75,9.77499985695,44.0500001907,0.533160499791
8469,2005-02-26,15:00:00,2.6,929.25,-200,2.8888618458,645.0,148.1,962.25,107.6,906.25,523.5,9.65000009537,45.1249990463,0.541709094202
8470,2005-02-26,16:00:00,2.5,933.25,-200,3.12477702038,659.75,131.9,955.0,98.3,910.75,487.75,8.95000004768,47.2749996185,0.541961576061
8471,2005-02-26,17:00:00,2.7,967.25,-200,3.8748216428,703.75,162.3,887.75,117.3,960.75,609.25,7.42499995232,55.9500007629,0.57968713394
8472,2005-02-26,18:00:00,2.8,986.5,-200,4.22899338307,723.25,184.9,862.75,126.3,973.75,684.0,6.375,61.6749992371,0.595617898051
8473,2005-02-26,19:00:00,3.0,1003.0,-200,5.17148002607,772.0,233.5,821.25,142.0,1008.0,788.0,6.79999995232,57.9500007629,0.575836295573
8474,2005-02-26,20:00:00,3.7,1137.5,-200,10.2179242839,985.75,274.8,663.0,157.1,1187.75,1029.5,7.25,56.6999998093,0.58063518533
8475,2005-02-26,21:00:00,3.5,1087.0,-200,8.09290031333,903.0,271.5,713.0,161.0,1106.0,1025.75,7.19999992847,56.7249994278,0.578954081026
8476,2005-02-26,22:00:00,3.8,1129.0,-200,8.51218364635,920.0,331.3,688.75,169.3,1138.5,1182.25,6.72500002384,59.1499996185,0.584813151865
8477,2005-02-26,23:00:00,4.3,1191.25,-200,10.7353852642,1004.75,346.6,636.75,165.9,1223.5,1284.25,5.89999997616,62.0999994278,0.580846275228
8478,2005-02-27,00:00:00,4.8,1256.25,-200,11.4823039835,1031.5,487.7,612.25,188.9,1230.0,1371.0,6.32500004768,60.3750009537,0.581106811506
8479,2005-02-27,01:00:00,4.2,1170.75,-200,9.52756117851,959.75,404.1,679.0,183.9,1120.5,1234.0,5.45000004768,60.1500005722,0.545762341308
8480,2005-02-27,02:00:00,3.3,1015.5,-200,5.32360151128,779.5,254.8,797.75,144.7,1004.0,1059.75,4.625,64.3999986649,0.55250923736
8481,2005-02-27,03:00:00,3.0,1034.75,-200,5.84417929879,804.5,-200.0,789.5,-200.0,1022.25,1038.25,3.47500002384,68.8249988556,0.545839808218
8482,2005-02-27,04:00:00,-200.0,979.75,-200,4.6154725001,743.75,174.2,839.5,119.4,978.5,969.5,2.84999996424,70.8500003815,0.538254924856
8483,2005-02-27,05:00:00,1.0,901.0,-200,2.66848446693,630.75,107.8,988.0,86.5,915.0,751.0,3.67500001192,65.8500003815,0.529458135903
8484,2005-02-27,06:00:00,0.9,913.75,-200,3.05196670333,655.25,106.9,949.0,76.6,949.25,741.75,1.57499998808,74.2999992371,0.51675524806
8485,2005-02-27,07:00:00,1.1,940.25,-200,3.20242488889,664.5,187.6,900.25,112.1,954.75,878.75,1.44999998808,76.2999992371,0.52606745269
8486,2005-02-27,08:00:00,1.1,935.25,-200,3.61141698875,688.75,224.6,894.25,117.9,948.75,870.75,2.54999995232,69.5,0.517178989826
8487,2005-02-27,09:00:00,1.2,969.5,-200,3.65476818791,691.25,207.9,891.0,123.8,955.75,889.75,3.67500001192,64.7749996185,0.5208147358
8488,2005-02-27,10:00:00,1.7,1064.0,-200,6.39083442466,829.75,270.1,739.0,144.4,1052.75,1058.5,7.82500004768,49.8749990463,0.530699622428
8489,2005-02-27,11:00:00,1.6,1023.25,-200,5.24730575026,775.75,201.9,816.5,127.9,972.0,808.0,11.2249999046,37.1000003815,0.493616111118
8490,2005-02-27,12:00:00,1.4,955.0,-200,3.90606600333,705.5,168.4,888.0,119.6,884.25,616.25,12.625,30.625,0.446047923862
8491,2005-02-27,13:00:00,1.8,943.25,-200,4.05479881853,713.75,190.8,898.25,130.6,868.25,609.25,10.3250000477,32.9249992371,0.413121964346
8492,2005-02-27,14:00:00,1.1,895.25,-200,2.53315669155,621.75,149.2,1012.0,114.5,803.5,470.75,9.95000004768,35.5000009537,0.434633828876
8493,2005-02-27,15:00:00,0.9,889.75,-200,2.22915506977,600.75,100.6,1053.0,81.9,802.75,390.5,8.80000019073,39.9749994278,0.453757923925
8494,2005-02-27,16:00:00,1.1,903.75,-200,2.32864667761,607.75,134.3,1033.0,99.7,807.25,398.25,8.30000019073,40.3499994278,0.443107181541
8495,2005-02-27,17:00:00,1.1,888.0,-200,2.37185175765,610.75,150.2,1034.75,111.0,791.25,418.75,7.85000014305,38.8500003815,0.414075069423
8496,2005-02-27,18:00:00,1.2,904.75,-200,2.94016434536,648.25,187.8,1006.5,131.9,821.5,509.0,6.77500009537,41.0499992371,0.407221914582
8497,2005-02-27,19:00:00,1.6,974.0,-200,4.87289784288,757.0,253.6,885.5,155.3,883.75,722.5,6.02500009537,42.0,0.396167170975
8498,2005-02-27,20:00:00,2.6,1048.25,-200,6.77055638856,846.75,324.2,801.0,181.1,954.5,887.5,5.5,43.5249996185,0.396255829764
8499,2005-02-27,21:00:00,1.5,895.0,-200,3.12071281316,659.5,238.3,975.25,155.1,825.75,596.0,4.57500004768,46.7999992371,0.400148595349
8500,2005-02-27,22:00:00,1.0,875.25,-200,2.12806909992,593.5,128.3,1079.25,104.8,792.75,451.25,4.5,48.0250015259,0.408530498825
8501,2005-02-27,23:00:00,1.3,942.5,-200,3.86146396263,703.0,169.0,949.5,119.4,870.0,580.75,4.27500009537,48.5750007629,0.4069187094
8502,2005-02-28,00:00:00,1.6,946.75,-200,3.75531150425,697.0,214.7,913.0,149.6,878.0,698.25,4.0,50.0499992371,0.411473108395
8503,2005-02-28,01:00:00,1.0,865.0,-200,1.76300379248,566.0,110.9,1119.25,94.3,797.25,423.25,3.95000004768,52.9499998093,0.433828852335
8504,2005-02-28,02:00:00,0.6,823.0,-200,1.03761184646,502.75,59.5,1267.5,55.9,754.5,332.25,4.02499997616,51.0,0.420000506229
8505,2005-02-28,03:00:00,0.4,797.5,-200,0.573994513975,451.5,-200.0,1434.75,-200.0,698.75,279.5,3.90000009537,48.1250009537,0.392950432202
8506,2005-02-28,04:00:00,0.3,781.0,-200,0.378008584458,424.5,28.8,1609.25,28.2,666.5,260.5,3.7500000596,48.0000009537,0.387925824332
8507,2005-02-28,05:00:00,0.3,781.0,-200,0.283040404911,409.25,24.7,1664.0,24.6,668.5,252.0,3.60000002384,50.2749996185,0.402156516903
8508,2005-02-28,06:00:00,0.3,779.25,-200,0.240687555071,401.75,33.8,1665.25,31.1,684.25,257.0,2.75,52.6499996185,0.397238506756
8509,2005-02-28,07:00:00,0.4,816.5,-200,0.655256381841,461.5,88.8,1378.0,65.5,731.75,307.5,2.4999999404,52.6999988556,0.390810379359
8510,2005-02-28,08:00:00,1.0,893.25,-200,2.64572150961,629.25,212.0,1015.0,111.2,836.5,456.0,2.72499996424,50.5,0.380360324189
8511,2005-02-28,09:00:00,1.2,883.0,-200,3.112591165,659.0,215.9,942.75,122.3,842.0,527.0,2.69999998808,49.3999996185,0.371433871223
8512,2005-02-28,10:00:00,1.0,839.0,-200,2.32506154715,607.5,191.3,1040.25,115.4,779.75,474.75,3.30000007153,45.1750001907,0.353995578568
8513,2005-02-28,11:00:00,0.9,808.666666667,-200,2.03462953736,586.666666667,199.9,1084.0,123.2,743.666666667,434.0,3.13333336512,43.3000005086,0.33543675171
8514,2005-02-28,12:00:00,0.8,805.25,-200,2.00201278178,584.25,163.9,1137.0,119.2,725.5,384.5,3.70000004768,38.7750005722,0.312299766435
8515,2005-02-28,13:00:00,1.1,840.0,-200,3.14513187064,661.0,185.0,1015.75,124.5,757.25,435.25,3.97499996424,36.75,0.301614581989
8516,2005-02-28,14:00:00,1.0,811.75,-200,2.90854800942,646.25,156.1,1044.75,109.9,731.25,420.5,3.69999998808,35.0499992371,0.282298036597
8517,2005-02-28,15:00:00,0.8,782.25,-200,2.13152149592,593.75,154.6,1133.5,111.3,672.5,370.5,3.42500001192,32.4249997139,0.256276281319
8518,2005-02-28,16:00:00,0.9,799.25,-200,2.46662163708,617.25,157.5,1098.5,113.8,699.0,382.25,3.30000001192,33.0750007629,0.259178836388
8519,2005-02-28,17:00:00,0.9,811.5,-200,2.81457500036,640.25,166.0,1093.0,113.7,716.0,408.0,2.57500004768,35.1249990463,0.261831854167
8520,2005-02-28,18:00:00,2.0,921.5,-200,6.66913309912,842.25,268.1,849.0,139.6,857.75,675.5,2.07499995828,36.5749998093,0.263367887006
8521,2005-02-28,19:00:00,2.4,938.0,-200,8.0990007558,903.25,308.6,790.0,141.2,884.5,798.0,1.625,37.9000005722,0.264512387218
8522,2005-02-28,20:00:00,2.5,939.0,-200,7.35756037488,872.25,297.2,813.5,141.9,870.25,792.75,1.42499998212,38.0000009537,0.261543695844
8523,2005-02-28,21:00:00,1.6,826.75,-200,3.57689493462,686.75,225.4,1015.0,122.7,726.5,573.25,1.04999999702,36.625,0.245571502483
8524,2005-02-28,22:00:00,0.9,776.25,-200,1.94519836498,580.0,122.3,1183.0,89.6,654.5,402.25,1.10000002384,35.4000005722,0.238188126582
8525,2005-02-28,23:00:00,0.7,755.0,-200,1.41600908481,537.5,100.1,1284.5,78.6,621.25,342.75,1.02499999106,34.25,0.229246360618
8526,2005-03-01,00:00:00,0.6,765.5,-200,1.16261052882,514.75,86.0,1327.0,68.9,641.5,322.0,0.95000000298,37.3500003815,0.248688827458
8527,2005-03-01,01:00:00,0.6,762.25,-200,0.880473681869,486.75,71.4,1364.25,60.2,640.25,306.75,0.675000011921,41.2249994278,0.269258576067
8528,2005-03-01,02:00:00,0.4,735.75,-200,0.587883633467,453.25,38.6,1497.75,37.4,601.75,267.75,0.225000007078,40.5500001907,0.256618955927
8529,2005-03-01,03:00:00,0.2,715.25,-200,0.164945688371,386.75,-200.0,1790.5,-200.0,559.25,226.5,0.0500000007451,39.9750003815,0.249886091301
8530,2005-03-01,04:00:00,0.2,715.75,-200,0.18152540918,390.25,28.8,1804.25,27.3,551.0,221.0,-0.0500000007451,37.4750003815,0.23261531813
8531,2005-03-01,05:00:00,0.2,730.75,-200,0.274336388835,407.75,32.2,1727.0,29.9,560.5,224.75,-0.250000005588,38.3500003815,0.234715314245
8532,2005-03-01,06:00:00,0.2,735.25,-200,0.267171760759,406.5,37.3,1677.0,33.3,579.0,232.0,-0.550000019372,40.125,0.240432589845
8533,2005-03-01,07:00:00,0.5,779.0,-200,1.00480544552,499.5,133.5,1360.75,84.3,651.5,312.75,-0.550000019372,41.3500003815,0.247772901728
8534,2005-03-01,08:00:00,1.5,914.5,-200,5.21186185768,774.0,357.9,910.75,146.9,838.5,629.0,-0.150000002235,40.2000007629,0.247778455874
8535,2005-03-01,09:00:00,1.9,905.25,-200,6.13927950928,818.25,353.7,852.5,142.6,840.0,790.0,0.57499999553,36.8249998093,0.238840870551
8536,2005-03-01,10:00:00,1.4,835.25,-200,3.59413829101,687.75,284.2,988.0,121.9,719.5,629.5,2.79999995232,30.3000001907,0.229400026439
8537,2005-03-01,11:00:00,0.9,798.0,-200,2.3466076398,609.0,213.4,1121.5,109.3,659.5,471.5,3.05000001192,29.0749998093,0.223950348773
8538,2005-03-01,12:00:00,0.7,782.5,-200,1.94187807306,579.75,174.1,1180.5,95.4,647.25,377.75,3.32499998808,29.1500000954,0.228814875237
8539,2005-03-01,13:00:00,0.8,806.5,-200,2.55177250349,623.0,157.2,1096.75,93.7,683.75,383.5,3.05000001192,30.9749999046,0.238585110143
8540,2005-03-01,14:00:00,1.0,827.25,-200,3.12071281316,659.5,178.4,1030.25,102.1,709.25,425.75,3.19999998808,30.8249998093,0.239892857076
8541,2005-03-01,15:00:00,0.9,822.0,-200,2.67989710894,631.5,186.7,1074.0,106.8,701.25,442.25,3.27499997616,31.5000004768,0.246413260505
8542,2005-03-01,16:00:00,1.0,829.5,-200,3.04794315778,655.0,197.5,1045.25,113.0,709.5,466.75,4.07499992847,28.5999999046,0.236335944454
8543,2005-03-01,17:00:00,0.9,832.75,-200,3.01984173152,653.25,186.1,1073.0,109.7,708.0,447.75,3.8750000596,29.1749997139,0.237812650044
8544,2005-03-01,18:00:00,1.4,882.25,-200,5.04615109119,765.75,203.0,922.25,116.1,815.25,582.0,1.92499998212,35.0,0.249417873352
8545,2005-03-01,19:00:00,2.1,967.0,-200,7.52823997845,879.5,313.0,814.5,147.9,886.75,892.25,1.77499997616,35.4000005722,0.249654214872
8546,2005-03-01,20:00:00,2.8,1009.25,-200,9.48836186318,958.25,342.3,750.5,156.0,934.75,1006.0,1.3749999702,36.4999990463,0.250345959902
8547,2005-03-01,21:00:00,2.2,910.5,-200,5.26760536879,776.75,310.4,913.25,159.4,795.75,851.75,0.80000000447,36.25,0.238845747624
8548,2005-03-01,22:00:00,1.0,808.25,-200,2.39721094391,612.5,164.9,1137.25,115.5,672.25,543.0,0.575000010431,34.0749988556,0.221004818502
8549,2005-03-01,23:00:00,1.1,812.0,-200,2.51830590117,620.75,152.2,1143.25,109.9,668.5,528.75,0.300000008196,31.9250001907,0.203103349677
8550,2005-03-02,00:00:00,0.9,790.25,-200,2.17313616174,596.75,140.8,1184.0,102.2,637.0,464.5,0.225000005215,30.1750001907,0.190961208548
8551,2005-03-02,01:00:00,0.8,764.75,-200,1.48932339154,543.75,122.0,1252.75,92.7,601.0,404.5,-0.0250000003725,29.7000002861,0.184679020999
8552,2005-03-02,02:00:00,0.6,761.25,-200,1.2713715604,524.75,79.2,1306.75,66.9,604.75,331.5,-0.10000000149,31.9250001907,0.197468697424
8553,2005-03-02,03:00:00,0.5,787.75,-200,0.875741044345,486.25,-200.0,1294.0,-200.0,650.25,419.75,-1.1249999851,41.3500013351,0.237885533673
8554,2005-03-02,04:00:00,-200.0,789.5,-200,0.736663590323,471.0,81.0,1301.75,74.7,668.5,532.0,-1.37499998882,44.875,0.253620374199
8555,2005-03-02,05:00:00,0.4,803.5,-200,0.901904943793,489.0,76.7,1262.0,73.1,697.5,630.0,-1.27499999106,46.3000001907,0.263540584027
8556,2005-03-02,06:00:00,0.5,831.25,-200,1.40731755305,536.75,124.1,1157.5,95.5,721.5,767.75,-1.19999998808,47.1750001907,0.269955423315
8557,2005-03-02,07:00:00,0.7,881.25,-200,3.4529398509,679.5,158.5,1023.0,109.5,813.0,866.0,-1.27499999106,47.4750003815,0.270228710057
8558,2005-03-02,08:00:00,2.4,1098.5,-200,10.9704011448,1013.25,396.3,689.5,149.5,1056.0,1253.5,-1.89999997616,51.4499998093,0.280105615735
8559,2005-03-02,09:00:00,2.8,1099.5,-200,12.4404029067,1064.75,478.9,668.5,168.7,1072.0,1347.25,-0.474999979138,45.875,0.276347606315
8560,2005-03-02,10:00:00,2.0,1042.25,-200,8.25829945796,909.75,437.8,774.25,181.3,922.0,1216.25,4.57500004768,32.5499992371,0.278308476189
8561,2005-03-02,11:00:00,2.2,1025.5,-200,8.88961185503,935.0,465.6,747.25,187.2,942.0,1151.0,7.5,24.2749996185,0.252769762316
8562,2005-03-02,12:00:00,1.4,904.75,-200,5.66486180639,796.0,288.0,900.0,146.1,767.0,698.75,9.59999990463,18.7749996185,0.224648081765
8563,2005-03-02,13:00:00,1.2,891.25,-200,5.53972177655,790.0,205.3,927.25,131.2,763.75,583.75,9.25,18.4499998093,0.215735708336
8564,2005-03-02,14:00:00,1.9,968.0,-200,8.97230666418,938.25,311.1,789.75,160.6,896.5,836.0,9.72499990463,18.5999999046,0.224388253405
8565,2005-03-02,15:00:00,1.3,908.75,-200,6.31381851886,826.25,245.6,897.75,142.8,801.5,626.25,10.1000001431,16.6750001907,0.206170887189
